0,2.003905e-09,1.0683918,1.026377
1,0.015951116,1.0916004,1.0465105
2,0.024174541,1.0881207,1.0439975
3,0.03126263,1.0894241,1.0453074
4,0.03828913,1.0906414,1.0464847
5,0.045405176,1.0918536,1.0476154
6,0.052552007,1.0925866,1.048335
7,0.059660997,1.0933182,1.0490351
8,0.06657356,1.0935175,1.0492907
9,0.07310863,1.0938003,1.0496014
10,0.07926695,1.0937471,1.0496306
11,0.08499239,1.0940418,1.0499316
12,0.09023809,1.0942872,1.0501858
13,0.094929904,1.0945617,1.0504569
14,0.09912589,1.0948285,1.0507168
15,0.102837205,1.0950816,1.050961
16,0.106079996,1.0953577,1.0512192
17,0.10887709,1.0956469,1.0514843
18,0.11126603,1.0959862,1.0517863
19,0.113298,1.0964898,1.0522166
20,0.11503789,1.0973322,1.0529168
21,0.11650883,1.0985045,1.0538794
22,0.117785834,1.099957,1.0550663
23,0.118883304,1.1017594,1.0565349
24,0.11982095,1.1040311,1.0583827
25,0.12063913,1.1063507,1.0602711
26,0.12134111,1.1085396,1.0620587
27,0.12193389,1.1103653,1.0635604
28,0.122439735,1.1118145,1.0647589
29,0.12286088,1.1132559,1.0659542
30,0.123202465,1.1146349,1.067099
31,0.1234794,1.115762,1.0680416
32,0.123695955,1.1167958,1.0689093
33,0.12385663,1.1176584,1.0696365
34,0.12398635,1.1185448,1.0703838
35,0.12409862,1.1192937,1.0710182
36,0.12419705,1.1198926,1.0715271
37,0.12428501,1.1204517,1.0720019
38,0.124371886,1.1210335,1.072497
39,0.12446095,1.1214738,1.072875
40,0.124549955,1.1218216,1.0731748
41,0.124632955,1.122149,1.073457
42,0.12469847,1.1224616,1.0737267
43,0.12473939,1.1226399,1.073883
44,0.12475599,1.1227777,1.0740044
45,0.124757096,1.1228784,1.0740931
46,0.12474228,1.122968,1.0741708
47,0.124714896,1.1230413,1.0742348
48,0.12468061,1.1231139,1.0742967
49,0.12464904,1.1232342,1.0743973
50,0.12462539,1.1234376,1.0745679
51,0.12461376,1.1236749,1.0747666
52,0.12461568,1.1239133,1.0749661
53,0.12462727,1.1241417,1.0751578
54,0.12464267,1.124361,1.0753424
55,0.124653175,1.1245911,1.0755376
56,0.12465193,1.1248438,1.0757536
57,0.12463873,1.124998,1.0758867
58,0.124617726,1.1250716,1.075952
59,0.124590054,1.1252203,1.07608
60,0.12456255,1.1254603,1.0762858
61,0.12453537,1.1256411,1.0764425
62,0.124509126,1.125675,1.0764719
63,0.12448605,1.1258295,1.0766039
64,0.124465495,1.1261595,1.0768867
65,0.12445414,1.1263899,1.0770836
66,0.12445328,1.1265011,1.0771781
67,0.124459445,1.1266679,1.07732
68,0.12446471,1.126965,1.0775745
69,0.12446137,1.1271284,1.0777144
70,0.12444888,1.1271845,1.0777624
71,0.124436654,1.1272691,1.0778347
72,0.124429144,1.1274046,1.0779524
73,0.12442204,1.1275014,1.0780351
74,0.124409854,1.1276532,1.0781643
75,0.124395326,1.1277922,1.0782831
76,0.12437959,1.1279933,1.0784557
77,0.12436432,1.1281804,1.0786155
78,0.12435278,1.128346,1.0787566
79,0.12434294,1.1284772,1.0788684
80,0.12433095,1.1286433,1.0790098
81,0.124317095,1.1288333,1.079172
82,0.12430469,1.1289874,1.0793033
83,0.124294885,1.1291124,1.0794108
84,0.12428661,1.129225,1.0795078
85,0.12428022,1.1293871,1.0796471
86,0.12427235,1.1294996,1.0797436
87,0.124261156,1.1295186,1.0797601
88,0.12424858,1.1296384,1.0798624
89,0.12423815,1.1297976,1.0799979
90,0.12423289,1.1299332,1.0801132
91,0.124231674,1.130098,1.0802546
92,0.12423122,1.1302354,1.0803735
93,0.124228746,1.1303309,1.0804548
94,0.12422042,1.1304412,1.0805497
95,0.124210134,1.1304984,1.0805988
96,0.1242081,1.1306062,1.0806928
97,0.124214515,1.130717,1.0807881
98,0.124219984,1.1308372,1.0808903
99,0.12421905,1.1309692,1.0810032
100,0.12421395,1.1311541,1.0811639
101,0.12401776,1.1419806,1.0905594
102,0.1240219,1.1419847,1.0905621
103,0.124027595,1.142024,1.0905963
104,0.12403336,1.1420327,1.0906038
105,0.12403642,1.1419995,1.0905738
106,0.12403409,1.1419542,1.0905329
107,0.12403144,1.1419904,1.0905638
108,0.12402986,1.1420877,1.0906489
109,0.12402763,1.1421325,1.0906882
110,0.12402314,1.1420889,1.09065
111,0.12421058,1.1312256,1.0812263
112,0.12401698,1.1420349,1.0906025
113,0.12400908,1.1420218,1.0905914
114,0.124001235,1.1420739,1.0906373
